SCOPE,AGGREGATION LEVEL,YEAR,DISTRICT NUMBER,DISTRICT NAME,REGION,CHARTER STATUS,ALL ENROLLMENT,AT RISK,BILINGUAL,CTE,DYSLEXIC,ECONOMICALLY DISADVANTAGED,EMERGENT BILINGUAL/ENGLISH LEARNER,ESL,FOSTER CARE,GIFTED & TALENTED,HOMELESS,MILITARY CONNECTED,SPECIAL EDUCATION,TITLE I
STATE,DISTRICT,2019-2020,5902,HOLLIDAY ISD,9,TRADITIONAL ISD/CSD,1051,376,0,299,77,233,-999,-999,-999,80,-999,30,113,728
STATE,DISTRICT,2019-2020,163904,HONDO ISD,20,TRADITIONAL ISD/CSD,1904,868,0,608,128,1161,59,59,-999,119,22,42,202,1904
STATE,DISTRICT,2019-2020,74907,HONEY GROVE ISD,8,TRADITIONAL ISD/CSD,637,198,0,257,50,384,55,55,-999,42,10,10,103,411
STATE,DISTRICT,2019-2020,19902,HOOKS ISD,8,TRADITIONAL ISD/CSD,888,315,0,316,112,539,25,25,-999,86,-999,-999,103,888
STATE,DISTRICT,2019-2020,108802,HORIZON MONTESSORI PUBLIC SCHOOLS,1,OPEN ENROLLMENT CHARTER,1160,619,139,0,-999,854,372,26,-999,41,0,-999,48,1158
STATE,DISTRICT,2019-2020,101828,HOUSTON GATEWAY ACADEMY INC,4,OPEN ENROLLMENT CHARTER,2265,1395,552,187,0,2265,1147,646,0,0,66,-999,72,2265
STATE,DISTRICT,2019-2020,101821,HOUSTON HEIGHTS HIGH SCHOOL,4,OPEN ENROLLMENT CHARTER,170,157,0,86,0,151,0,0,0,0,0,0,21,170
STATE,DISTRICT,2019-2020,101912,HOUSTON ISD,4,TRADITIONAL ISD/CSD,210061,149060,37729,44840,4813,166241,71246,30894,234,32419,6150,288,16923,191766
STATE,DISTRICT,2019-2020,91905,HOWE ISD,10,TRADITIONAL ISD/CSD,1267,466,0,371,82,587,144,142,-999,48,0,13,170,910
STATE,DISTRICT,2019-2020,19913,HUBBARD ISD,8,TRADITIONAL ISD/CSD,117,55,0,0,-999,77,11,11,-999,-999,0,0,24,117
STATE,DISTRICT,2019-2020,109905,HUBBARD ISD,12,TRADITIONAL ISD/CSD,410,214,0,167,27,254,-999,-999,0,34,-999,36,54,410
STATE,DISTRICT,2019-2020,72908,HUCKABAY ISD,11,TRADITIONAL ISD/CSD,256,71,0,47,-999,53,-999,-999,0,-999,0,-999,15,255
STATE,DISTRICT,2019-2020,3902,HUDSON ISD,7,TRADITIONAL ISD/CSD,2948,948,0,1017,178,1559,183,99,18,162,-999,-999,267,2940
STATE,DISTRICT,2019-2020,101925,HUFFMAN ISD,4,TRADITIONAL ISD/CSD,3596,1721,116,936,195,1585,258,130,15,219,535,36,444,1708
STATE,DISTRICT,2019-2020,34903,HUGHES SPRINGS ISD,8,TRADITIONAL ISD/CSD,1218,604,0,434,132,732,51,37,-999,52,16,-999,130,1218
STATE,DISTRICT,2019-2020,146905,HULL-DAISETTA ISD,5,TRADITIONAL ISD/CSD,518,252,0,169,52,372,-999,-999,-999,20,108,13,70,518
STATE,DISTRICT,2019-2020,101913,HUMBLE ISD,4,TRADITIONAL ISD/CSD,45078,23516,1688,14006,1996,18232,4301,2363,129,3183,1576,704,4094,10209
STATE,DISTRICT,2019-2020,133902,HUNT ISD,20,TRADITIONAL ISD/CSD,205,66,0,0,10,86,29,29,0,15,0,-999,16,205
STATE,DISTRICT,2019-2020,3904,HUNTINGTON ISD,7,TRADITIONAL ISD/CSD,1610,764,0,532,115,878,20,20,11,74,-999,-999,228,1610
STATE,DISTRICT,2019-2020,236902,HUNTSVILLE ISD,6,TRADITIONAL ISD/CSD,9169,4763,173,2329,304,4946,1089,414,28,311,181,58,781,6070
STATE,DISTRICT,2019-2020,220916,HURST-EULESS-BEDFORD ISD,11,TRADITIONAL ISD/CSD,23816,10075,821,5986,1088,12988,3904,2899,40,1640,410,699,2581,11241
STATE,DISTRICT,2019-2020,246906,HUTTO ISD,13,TRADITIONAL ISD/CSD,8130,3544,591,2047,513,3089,993,556,52,327,156,289,1125,5309
STATE,DISTRICT,2019-2020,152910,IDALOU ISD,17,TRADITIONAL ISD/CSD,992,311,0,279,74,339,28,27,-999,53,21,55,81,385
STATE,DISTRICT,2019-2020,108807,IDEA PUBLIC SCHOOLS,1,OPEN ENROLLMENT CHARTER,49480,24680,607,3039,456,42688,18899,648,66,0,23,333,3190,49091
STATE,DISTRICT,2019-2020,43801,IMAGINE INTERNATIONAL ACADEMY OF N,10,OPEN ENROLLMENT CHARTER,1399,180,0,0,51,119,159,144,0,0,0,-999,71,0
STATE,DISTRICT,2019-2020,120905,INDUSTRIAL ISD,3,TRADITIONAL ISD/CSD,1177,248,0,288,87,398,34,34,-999,89,0,-999,120,596
STATE,DISTRICT,2019-2020,205903,INGLESIDE ISD,2,TRADITIONAL ISD/CSD,2137,1164,65,588,149,1511,192,125,-999,53,15,37,225,2137
STATE,DISTRICT,2019-2020,133904,INGRAM ISD,20,TRADITIONAL ISD/CSD,1166,683,15,486,40,875,190,146,-999,65,16,-999,138,569
STATE,DISTRICT,2019-2020,15808,INSPIRE ACADEMIES,20,OPEN ENROLLMENT CHARTER,840,503,0,119,24,593,19,14,151,0,0,-999,225,466
STATE,DISTRICT,2019-2020,57830,INSPIRED VISION ACADEMY,10,OPEN ENROLLMENT CHARTER,1318,758,146,445,32,1237,570,184,0,38,0,-999,106,1318
STATE,DISTRICT,2019-2020,57848,INTERNATIONAL LEADERSHIP OF TEXAS,10,OPEN ENROLLMENT CHARTER,19359,11502,1401,2695,288,12816,5695,450,-999,1146,100,95,1173,17958
STATE,DISTRICT,2019-2020,93903,IOLA ISD,6,TRADITIONAL ISD/CSD,541,176,0,167,20,202,-999,-999,0,28,-999,-999,65,541
STATE,DISTRICT,2019-2020,243903,IOWA PARK CISD,9,TRADITIONAL ISD/CSD,1941,805,0,512,173,777,11,11,19,162,-999,88,260,1394
STATE,DISTRICT,2019-2020,208903,IRA ISD,14,TRADITIONAL ISD/CSD,268,90,0,122,19,54,-999,-999,0,-999,-999,0,22,0
STATE,DISTRICT,2019-2020,186903,IRAAN-SHEFFIELD ISD,18,TRADITIONAL ISD/CSD,384,179,0,100,-999,199,48,48,0,13,0,-999,30,384
STATE,DISTRICT,2019-2020,18906,IREDELL ISD,12,TRADITIONAL ISD/CSD,151,81,0,76,-999,101,0,0,0,-999,16,16,25,151
STATE,DISTRICT,2019-2020,118902,IRION COUNTY ISD,15,TRADITIONAL ISD/CSD,295,90,0,109,10,104,-999,-999,0,27,12,12,32,295
STATE,DISTRICT,2019-2020,57912,IRVING ISD,10,TRADITIONAL ISD/CSD,33544,23500,7966,10195,1720,26937,14760,7209,36,4639,411,-999,2788,21927
STATE,DISTRICT,2019-2020,70907,ITALY ISD,10,TRADITIONAL ISD/CSD,640,263,0,220,42,402,53,53,0,21,-999,0,85,640
STATE,DISTRICT,2019-2020,109907,ITASCA ISD,12,TRADITIONAL ISD/CSD,652,353,0,196,37,466,91,82,25,43,39,-999,87,652
STATE,DISTRICT,2019-2020,119902,JACKSBORO ISD,9,TRADITIONAL ISD/CSD,1058,450,0,363,90,723,68,67,-999,47,17,-999,120,781
STATE,DISTRICT,2019-2020,37904,JACKSONVILLE ISD,7,TRADITIONAL ISD/CSD,4978,3365,1188,1525,230,4020,1466,395,31,322,20,-999,528,4978
STATE,DISTRICT,2019-2020,246907,JARRELL ISD,13,TRADITIONAL ISD/CSD,2107,975,159,517,115,1112,373,193,-999,91,47,57,263,1088
STATE,DISTRICT,2019-2020,121904,JASPER ISD,5,TRADITIONAL ISD/CSD,2312,1465,0,642,94,1866,207,78,18,135,93,45,279,2309
STATE,DISTRICT,2019-2020,132902,JAYTON-GIRARD ISD,17,TRADITIONAL ISD/CSD,169,36,0,58,-999,66,0,0,0,0,0,0,24,169
STATE,DISTRICT,2019-2020,57819,JEAN MASSIEU ACADEMY,10,OPEN ENROLLMENT CHARTER,213,126,0,24,-999,142,95,95,0,0,0,-999,10,213
STATE,DISTRICT,2019-2020,155901,JEFFERSON ISD,8,TRADITIONAL ISD/CSD,1271,380,0,513,118,913,14,14,-999,100,-999,0,196,1271
STATE,DISTRICT,2019-2020,124901,JIM HOGG COUNTY ISD,1,TRADITIONAL ISD/CSD,1153,527,0,331,10,980,90,78,0,112,-999,38,110,1152
STATE,DISTRICT,2019-2020,221911,JIM NED CISD,14,TRADITIONAL ISD/CSD,1366,330,0,549,34,285,-999,-999,-999,124,13,45,153,349
STATE,DISTRICT,2019-2020,210902,JOAQUIN ISD,7,TRADITIONAL ISD/CSD,660,275,0,218,52,381,42,38,-999,34,13,-999,144,308
STATE,DISTRICT,2019-2020,16901,JOHNSON CITY ISD,13,TRADITIONAL ISD/CSD,642,139,0,284,42,280,45,45,-999,26,-999,-999,71,255
STATE,DISTRICT,2019-2020,50909,JONESBORO ISD,12,TRADITIONAL ISD/CSD,349,15,0,134,36,196,0,0,-999,-999,-999,0,40,349
STATE,DISTRICT,2019-2020,126905,JOSHUA ISD,11,TRADITIONAL ISD/CSD,5618,2301,259,1448,412,2827,614,357,17,175,36,187,566,2118
STATE,DISTRICT,2019-2020,7902,JOURDANTON ISD,20,TRADITIONAL ISD/CSD,1618,729,0,421,70,835,49,44,-999,61,13,15,208,1161
STATE,DISTRICT,2019-2020,15822,JUBILEE ACADEMIES,20,OPEN ENROLLMENT CHARTER,6542,4103,403,1357,250,5362,1497,466,14,452,111,41,501,5479
STATE,DISTRICT,2019-2020,15916,JUDSON ISD,20,TRADITIONAL ISD/CSD,23680,16619,1307,6564,1698,16651,2414,671,114,1533,338,2583,3105,15422
STATE,DISTRICT,2019-2020,134901,JUNCTION ISD,15,TRADITIONAL ISD/CSD,584,269,0,200,31,393,21,21,0,52,0,0,79,584
STATE,DISTRICT,2019-2020,102901,KARNACK ISD,7,TRADITIONAL ISD/CSD,144,48,0,0,-999,144,-999,-999,-999,19,0,0,12,144
STATE,DISTRICT,2019-2020,128901,KARNES CITY ISD,3,TRADITIONAL ISD/CSD,1085,485,0,387,35,785,54,47,-999,97,23,20,159,1083
STATE,DISTRICT,2019-2020,105801,KATHERINE ANNE PORTER SCHOOL,13,OPEN ENROLLMENT CHARTER,144,67,0,64,-999,67,0,0,0,0,0,0,21,144
STATE,DISTRICT,2019-2020,101914,KATY ISD,4,TRADITIONAL ISD/CSD,83423,33478,4186,19334,3861,27212,15584,10994,86,6722,747,547,10099,15324
STATE,DISTRICT,2019-2020,126801,KAUFFMAN LEADERSHIP ACADEMY,11,OPEN ENROLLMENT CHARTER,102,61,0,12,28,57,0,0,0,0,0,-999,19,0
STATE,DISTRICT,2019-2020,129903,KAUFMAN ISD,10,TRADITIONAL ISD/CSD,4057,2379,114,1128,189,3058,808,341,28,270,160,26,419,1873
STATE,DISTRICT,2019-2020,126906,KEENE ISD,11,TRADITIONAL ISD/CSD,1100,476,0,324,40,828,218,61,0,52,-999,-999,115,1100
STATE,DISTRICT,2019-2020,220907,KELLER ISD,11,TRADITIONAL ISD/CSD,35267,11335,858,10834,2790,9818,3218,1647,60,3144,278,478,3993,6659
STATE,DISTRICT,2019-2020,242905,KELTON ISD,16,TRADITIONAL ISD/CSD,84,11,0,24,-999,46,-999,-999,0,0,0,0,13,84
STATE,DISTRICT,2019-2020,129904,KEMP ISD,10,TRADITIONAL ISD/CSD,1624,705,12,634,95,1229,202,65,-999,76,56,15,243,1621
STATE,DISTRICT,2019-2020,131001,KENEDY COUNTY WIDE CSD,2,TRADITIONAL ISD/CSD,73,38,0,0,12,39,-999,-999,0,-999,0,0,12,0
STATE,DISTRICT,2019-2020,128902,KENEDY ISD,3,TRADITIONAL ISD/CSD,757,335,0,177,58,579,48,47,0,52,-999,-999,119,757
STATE,DISTRICT,2019-2020,113906,KENNARD ISD,6,TRADITIONAL ISD/CSD,241,160,0,109,14,161,-999,-999,0,19,17,-999,40,241
STATE,DISTRICT,2019-2020,220914,KENNEDALE ISD,11,TRADITIONAL ISD/CSD,2975,1225,59,932,180,1368,295,236,23,240,34,124,259,2973
STATE,DISTRICT,2019-2020,175907,KERENS ISD,12,TRADITIONAL ISD/CSD,562,213,0,183,87,419,41,26,-999,33,-999,-999,69,562
STATE,DISTRICT,2019-2020,248901,KERMIT ISD,18,TRADITIONAL ISD/CSD,1456,937,125,348,32,870,302,158,0,42,39,0,138,1456
STATE,DISTRICT,2019-2020,133903,KERRVILLE ISD,20,TRADITIONAL ISD/CSD,4818,2111,168,1283,308,2633,356,186,-999,344,83,40,527,3417
STATE,DISTRICT,2019-2020,105803,KI CHARTER ACADEMY,13,OPEN ENROLLMENT CHARTER,183,179,0,67,-999,180,-999,-999,-999,0,0,0,116,183
STATE,DISTRICT,2019-2020,92902,KILGORE ISD,7,TRADITIONAL ISD/CSD,4063,2324,391,1146,179,2588,799,419,29,187,20,15,359,1993
STATE,DISTRICT,2019-2020,14906,KILLEEN ISD,12,TRADITIONAL ISD/CSD,45336,23482,1199,8536,2461,27417,4614,2817,284,1501,369,15324,6085,27591
STATE,DISTRICT,2019-2020,137901,KINGSVILLE ISD,2,TRADITIONAL ISD/CSD,3102,1705,56,851,55,2351,113,41,-999,96,-999,49,454,2190
STATE,DISTRICT,2019-2020,227820,KIPP TEXAS PUBLIC SCHOOLS,4,OPEN ENROLLMENT CHARTER,28672,13350,-999,2216,128,24660,10783,207,29,0,449,90,2373,27964
STATE,DISTRICT,2019-2020,121905,KIRBYVILLE CISD,5,TRADITIONAL ISD/CSD,1486,634,0,481,60,974,40,40,14,81,27,0,141,757
STATE,DISTRICT,2019-2020,101915,KLEIN ISD,4,TRADITIONAL ISD/CSD,54096,24365,3625,15987,1685,24665,9171,5055,337,2854,130,329,5713,7796
STATE,DISTRICT,2019-2020,58905,KLONDIKE ISD,17,TRADITIONAL ISD/CSD,271,53,0,75,-999,88,17,17,0,13,0,14,11,271
STATE,DISTRICT,2019-2020,232901,KNIPPA ISD,20,TRADITIONAL ISD/CSD,448,94,0,130,10,157,14,13,0,62,0,0,41,448
STATE,DISTRICT,2019-2020,138902,KNOX CITY-O'BRIEN CISD,9,TRADITIONAL ISD/CSD,251,108,0,117,20,154,22,22,0,-999,0,-999,42,251
STATE,DISTRICT,2019-2020,18907,KOPPERL ISD,12,TRADITIONAL ISD/CSD,183,87,0,67,-999,145,-999,-999,-999,-999,-999,0,32,183
STATE,DISTRICT,2019-2020,100903,KOUNTZE ISD,5,TRADITIONAL ISD/CSD,1128,430,0,405,83,659,35,35,-999,103,54,0,142,803
STATE,DISTRICT,2019-2020,219905,KRESS ISD,16,TRADITIONAL ISD/CSD,283,143,0,99,20,202,16,16,-999,-999,0,0,24,283
STATE,DISTRICT,2019-2020,61905,KRUM ISD,11,TRADITIONAL ISD/CSD,2062,1040,187,677,109,746,226,104,-999,120,-999,73,271,616
STATE,DISTRICT,2019-2020,57839,LA ACADEMIA DE ESTRELLAS,10,OPEN ENROLLMENT CHARTER,1105,852,223,0,22,978,721,461,-999,11,-999,-999,120,1105
STATE,DISTRICT,2019-2020,71807,LA FE PREPARATORY SCHOOL,19,OPEN ENROLLMENT CHARTER,217,182,201,0,0,211,180,14,0,0,0,0,-999,217
STATE,DISTRICT,2019-2020,31905,LA FERIA ISD,1,TRADITIONAL ISD/CSD,3229,1424,271,1056,86,2727,417,126,11,170,153,31,372,3229
STATE,DISTRICT,2019-2020,125906,LA GLORIA ISD,2,TRADITIONAL ISD/CSD,129,-999,0,0,-999,84,0,0,0,-999,0,0,-999,0
STATE,DISTRICT,2019-2020,75902,LA GRANGE ISD,13,TRADITIONAL ISD/CSD,1931,668,50,448,60,848,259,134,-999,160,-999,36,212,1020
STATE,DISTRICT,2019-2020,108912,LA JOYA ISD,1,TRADITIONAL ISD/CSD,27291,21182,7861,9062,710,24941,15458,7212,33,2754,401,117,2780,26724
STATE,DISTRICT,2019-2020,101916,LA PORTE ISD,4,TRADITIONAL ISD/CSD,7211,3309,340,2107,299,3841,747,424,19,620,137,30,781,7003
STATE,DISTRICT,2019-2020,254902,LA PRYOR ISD,20,TRADITIONAL ISD/CSD,509,256,0,151,18,441,15,13,0,26,0,-999,66,509
STATE,DISTRICT,2019-2020,161906,LA VEGA ISD,12,TRADITIONAL ISD/CSD,3148,2117,207,953,269,2879,754,440,13,88,48,12,266,2232
STATE,DISTRICT,2019-2020,247903,LA VERNIA ISD,20,TRADITIONAL ISD/CSD,3373,1336,130,1234,181,871,114,70,14,234,27,157,411,181
STATE,DISTRICT,2019-2020,108914,LA VILLA ISD,1,TRADITIONAL ISD/CSD,602,395,40,182,34,545,115,33,0,55,121,17,38,602
STATE,DISTRICT,2019-2020,15913,LACKLAND ISD,20,TRADITIONAL ISD/CSD,1072,232,0,185,11,259,27,24,-999,105,0,1030,127,60
STATE,DISTRICT,2019-2020,227912,LAGO VISTA ISD,13,TRADITIONAL ISD/CSD,1588,332,0,572,60,429,97,97,0,143,-999,18,168,51
STATE,DISTRICT,2019-2020,61912,LAKE DALLAS ISD,11,TRADITIONAL ISD/CSD,3986,1451,116,1224,418,1620,381,167,18,315,11,15,469,2680
STATE,DISTRICT,2019-2020,111801,LAKE GRANBURY ACADEMY CHARTER SCHO,11,OPEN ENROLLMENT CHARTER,87,87,0,0,-999,87,0,0,0,0,0,0,16,87
STATE,DISTRICT,2019-2020,227913,LAKE TRAVIS ISD,13,TRADITIONAL ISD/CSD,11085,2149,290,3029,411,1402,688,380,24,1061,21,67,1063,1090
STATE,DISTRICT,2019-2020,220910,LAKE WORTH ISD,11,TRADITIONAL ISD/CSD,3594,2073,315,1210,98,3105,717,307,-999,155,21,95,347,3594
STATE,DISTRICT,2019-2020,79901,LAMAR CISD,4,TRADITIONAL ISD/CSD,35156,15557,1230,9468,1354,16042,5267,3723,106,3064,331,27,4514,15146
STATE,DISTRICT,2019-2020,58906,LAMESA ISD,17,TRADITIONAL ISD/CSD,1803,1213,0,457,168,1327,90,83,15,136,60,-999,236,1803
STATE,DISTRICT,2019-2020,141901,LAMPASAS ISD,12,TRADITIONAL ISD/CSD,3421,1687,0,1044,291,1782,127,93,49,259,60,595,509,1633
STATE,DISTRICT,2019-2020,57913,LANCASTER ISD,10,TRADITIONAL ISD/CSD,7474,4389,275,2380,132,6643,592,297,91,619,316,200,645,7474
STATE,DISTRICT,2019-2020,201903,LANEVILLE ISD,7,TRADITIONAL ISD/CSD,160,80,0,74,10,132,24,24,-999,14,0,-999,24,160
STATE,DISTRICT,2019-2020,107910,LAPOYNOR ISD,7,TRADITIONAL ISD/CSD,469,214,0,170,18,270,-999,-999,-999,20,0,0,41,469
STATE,DISTRICT,2019-2020,240901,LAREDO ISD,1,TRADITIONAL ISD/CSD,23706,16001,7649,6810,637,22854,12466,3990,19,2415,366,17,2250,23706
STATE,DISTRICT,2019-2020,245901,LASARA ISD,1,TRADITIONAL ISD/CSD,308,129,0,157,0,256,52,49,0,36,0,-999,35,308
STATE,DISTRICT,2019-2020,113905,LATEXO ISD,6,TRADITIONAL ISD/CSD,453,169,0,195,23,224,11,-999,-999,41,18,-999,52,453
STATE,DISTRICT,2019-2020,185904,LAZBUDDIE ISD,16,TRADITIONAL ISD/CSD,161,53,0,56,11,122,30,30,0,-999,0,0,20,161
STATE,DISTRICT,2019-2020,61804,LEADERSHIP PREP SCHOOL,10,OPEN ENROLLMENT CHARTER,1283,273,0,392,40,49,67,65,0,128,-999,13,94,0
STATE,DISTRICT,2019-2020,193902,LEAKEY ISD,20,TRADITIONAL ISD/CSD,284,72,0,138,21,195,19,18,0,15,0,-999,41,284
STATE,DISTRICT,2019-2020,246913,LEANDER ISD,13,TRADITIONAL ISD/CSD,41381,13538,1029,7857,1774,8010,2918,2153,70,8658,100,622,5337,6691
STATE,DISTRICT,2019-2020,19914,LEARY ISD,8,TRADITIONAL ISD/CSD,135,43,0,0,-999,111,0,0,0,-999,0,0,15,135
STATE,DISTRICT,2019-2020,90902,LEFORS ISD,16,TRADITIONAL ISD/CSD,170,79,0,60,-999,95,-999,-999,0,-999,-999,0,31,170
STATE,DISTRICT,2019-2020,57846,LEGACY PREPARATORY,10,OPEN ENROLLMENT CHARTER,1572,852,87,629,56,1221,582,19,0,73,17,-999,131,1572
STATE,DISTRICT,2019-2020,101874,LEGACY SCHOOL OF SPORT SCIENCES,4,OPEN ENROLLMENT CHARTER,433,125,0,190,14,140,-999,-999,0,0,0,-999,24,433
STATE,DISTRICT,2019-2020,187906,LEGGETT ISD,6,TRADITIONAL ISD/CSD,196,83,0,72,-999,168,-999,-999,0,-999,0,0,21,196
STATE,DISTRICT,2019-2020,145911,LEON ISD,6,TRADITIONAL ISD/CSD,705,227,0,280,42,363,93,91,-999,54,-999,16,61,407
STATE,DISTRICT,2019-2020,74909,LEONARD ISD,10,TRADITIONAL ISD/CSD,861,364,0,261,59,480,51,50,-999,58,17,21,96,403
STATE,DISTRICT,2019-2020,110902,LEVELLAND ISD,17,TRADITIONAL ISD/CSD,2898,1506,34,998,146,2012,218,63,18,160,29,21,458,2898
STATE,DISTRICT,2019-2020,201904,LEVERETTS CHAPEL ISD,7,TRADITIONAL ISD/CSD,237,127,0,63,14,185,61,61,0,-999,0,-999,29,237
STATE,DISTRICT,2019-2020,61902,LEWISVILLE ISD,11,TRADITIONAL ISD/CSD,52189,19811,4081,10494,2535,17553,9705,5758,64,5925,678,1070,7279,21616
STATE,DISTRICT,2019-2020,144902,LEXINGTON ISD,13,TRADITIONAL ISD/CSD,1054,394,0,374,72,445,21,17,-999,60,-999,-999,113,1054
STATE,DISTRICT,2019-2020,246908,LIBERTY HILL ISD,13,TRADITIONAL ISD/CSD,4878,1668,0,1325,246,1052,201,160,26,234,30,141,552,227
STATE,DISTRICT,2019-2020,146906,LIBERTY ISD,5,TRADITIONAL ISD/CSD,2266,1213,198,631,71,1404,402,91,20,189,163,0,296,2266
STATE,DISTRICT,2019-2020,19908,LIBERTY-EYLAU ISD,8,TRADITIONAL ISD/CSD,2436,1475,0,602,92,2051,59,58,-999,70,-999,-999,327,1775
STATE,DISTRICT,2019-2020,57807,LIFE SCHOOL,10,OPEN ENROLLMENT CHARTER,5605,2800,126,1373,244,3600,538,286,13,256,32,90,622,5415
STATE,DISTRICT,2019-2020,15825,LIGHTHOUSE CHARTER SCHOOL,20,OPEN ENROLLMENT CHARTER,334,217,0,0,0,287,89,87,-999,18,-999,-999,23,333
STATE,DISTRICT,2019-2020,212903,LINDALE ISD,7,TRADITIONAL ISD/CSD,4237,1395,0,1140,263,1873,157,152,28,364,48,61,512,4237
STATE,DISTRICT,2019-2020,34905,LINDEN-KILDARE CISD,8,TRADITIONAL ISD/CSD,656,250,0,246,49,427,29,29,0,49,0,-999,78,656
STATE,DISTRICT,2019-2020,49907,LINDSAY ISD,11,TRADITIONAL ISD/CSD,512,45,0,242,29,60,0,-999,0,37,0,11,52,52
STATE,DISTRICT,2019-2020,72909,LINGLEVILLE ISD,11,TRADITIONAL ISD/CSD,282,122,0,96,19,159,61,50,-999,26,0,-999,28,282
STATE,DISTRICT,2019-2020,111902,LIPAN ISD,11,TRADITIONAL ISD/CSD,441,108,0,146,20,219,17,17,-999,19,-999,-999,35,439
STATE,DISTRICT,2019-2020,181908,LITTLE CYPRESS-MAURICEVILLE CISD,5,TRADITIONAL ISD/CSD,3217,1394,0,920,138,1653,87,83,19,104,14,-999,442,1492
STATE,DISTRICT,2019-2020,61914,LITTLE ELM ISD,11,TRADITIONAL ISD/CSD,8065,3919,837,2332,228,3983,1457,878,32,500,51,96,736,3342
STATE,DISTRICT,2019-2020,140904,LITTLEFIELD ISD,17,TRADITIONAL ISD/CSD,1296,606,0,358,41,947,91,91,-999,34,38,28,153,1293
STATE,DISTRICT,2019-2020,187907,LIVINGSTON ISD,6,TRADITIONAL ISD/CSD,3981,1424,62,1287,113,2185,386,197,-999,156,17,-999,451,1997
STATE,DISTRICT,2019-2020,150901,LLANO ISD,13,TRADITIONAL ISD/CSD,1778,755,0,484,81,1160,145,143,-999,76,11,23,226,869
STATE,DISTRICT,2019-2020,28902,LOCKHART ISD,13,TRADITIONAL ISD/CSD,6160,4172,679,1980,228,4360,1757,623,41,323,138,-999,685,2931
STATE,DISTRICT,2019-2020,77902,LOCKNEY ISD,17,TRADITIONAL ISD/CSD,442,243,0,123,60,340,26,26,0,16,0,14,48,199
STATE,DISTRICT,2019-2020,160905,LOHN ISD,15,TRADITIONAL ISD/CSD,74,10,0,25,-999,58,-999,-999,0,0,-999,0,12,74
STATE,DISTRICT,2019-2020,141902,LOMETA ISD,12,TRADITIONAL ISD/CSD,341,151,0,113,32,257,40,39,-999,-999,14,-999,47,341
STATE,DISTRICT,2019-2020,178906,LONDON ISD,2,TRADITIONAL ISD/CSD,1201,239,0,341,41,172,10,10,0,126,0,25,65,151
STATE,DISTRICT,2019-2020,116906,LONE OAK ISD,10,TRADITIONAL ISD/CSD,993,262,0,301,63,384,20,16,36,80,-999,-999,160,428
STATE,DISTRICT,2019-2020,43802,LONE STAR LANGUAGE ACADEMY,10,OPEN ENROLLMENT CHARTER,190,30,0,0,0,-999,27,24,0,11,0,-999,14,0
STATE,DISTRICT,2019-2020,92903,LONGVIEW ISD,7,TRADITIONAL ISD/CSD,8575,4382,923,2087,331,6406,1882,833,-999,426,23,-999,734,2729
STATE,DISTRICT,2019-2020,83902,LOOP ISD,17,TRADITIONAL ISD/CSD,157,65,0,63,-999,86,16,16,0,-999,0,-999,-999,157
STATE,DISTRICT,2019-2020,168902,LORAINE ISD,14,TRADITIONAL ISD/CSD,158,62,0,54,-999,101,-999,-999,-999,12,0,-999,30,158
STATE,DISTRICT,2019-2020,161907,LORENA ISD,12,TRADITIONAL ISD/CSD,1752,439,0,488,129,441,28,23,13,147,-999,35,188,834
STATE,DISTRICT,2019-2020,54902,LORENZO ISD,17,TRADITIONAL ISD/CSD,243,123,0,89,11,200,15,10,-999,-999,18,0,35,243
STATE,DISTRICT,2019-2020,31906,LOS FRESNOS CISD,1,TRADITIONAL ISD/CSD,10660,4920,1233,3559,778,8432,2034,596,26,792,32,332,1309,10660
STATE,DISTRICT,2019-2020,241906,LOUISE ISD,3,TRADITIONAL ISD/CSD,530,164,0,185,12,342,67,67,-999,22,0,0,34,382
STATE,DISTRICT,2019-2020,43919,LOVEJOY ISD,10,TRADITIONAL ISD/CSD,4365,446,0,1476,198,144,37,34,-999,856,-999,27,392,852
STATE,DISTRICT,2019-2020,113903,LOVELADY ISD,6,TRADITIONAL ISD/CSD,507,73,0,234,41,231,-999,-999,-999,24,-999,0,55,271
STATE,DISTRICT,2019-2020,152901,LUBBOCK ISD,17,TRADITIONAL ISD/CSD,27348,12576,670,8031,932,19665,1405,896,189,2189,573,123,3290,26559
STATE,DISTRICT,2019-2020,152906,LUBBOCK-COOPER ISD,17,TRADITIONAL ISD/CSD,6975,2410,79,1992,459,2342,212,165,24,329,140,150,724,3560
STATE,DISTRICT,2019-2020,127905,LUEDERS-AVOCA ISD,14,TRADITIONAL ISD/CSD,105,42,0,48,-999,73,0,0,0,0,-999,-999,21,76
STATE,DISTRICT,2019-2020,3903,LUFKIN ISD,7,TRADITIONAL ISD/CSD,7869,4904,924,2067,447,6624,1444,801,31,909,402,-999,908,3905
STATE,DISTRICT,2019-2020,28903,LULING ISD,13,TRADITIONAL ISD/CSD,1423,897,0,450,62,1078,201,197,-999,57,88,-999,192,1421
STATE,DISTRICT,2019-2020,100907,LUMBERTON ISD,5,TRADITIONAL ISD/CSD,4147,1087,0,1338,221,1459,78,76,-999,196,79,65,441,1375
STATE,DISTRICT,2019-2020,57805,LUMIN EDUCATION,10,OPEN ENROLLMENT CHARTER,308,153,0,0,-999,183,117,116,-999,0,0,0,29,308
