SCOPE,AGGREGATION LEVEL,YEAR,DISTRICT NUMBER,DISTRICT NAME,REGION,CHARTER STATUS,ALL ENROLLMENT,AT RISK,BILINGUAL,DYSLEXIC,ECONOMICALLY DISADVANTAGED,EMERGENT BILINGUAL/ENGLISH LEARNER,ESL,FOSTER CARE,GIFTED & TALENTED,HOMELESS,MILITARY CONNECTED,SPECIAL EDUCATION,TITLE I
STATE,DISTRICT,2020-2021,81905,WORTHAM ISD,12,TRADITIONAL ISD/CSD,495,82,0,16,314,27,27,0,32,-999,-999,54,495
STATE,DISTRICT,2020-2021,43914,WYLIE ISD,10,TRADITIONAL ISD/CSD,17482,4168,815,1009,4694,1986,1434,23,2092,71,1205,2137,2600
STATE,DISTRICT,2020-2021,221912,WYLIE ISD,14,TRADITIONAL ISD/CSD,4910,1230,0,0,1043,94,92,30,199,10,899,418,110
STATE,DISTRICT,2020-2021,250905,YANTIS ISD,7,TRADITIONAL ISD/CSD,371,148,0,18,261,42,48,0,17,0,-999,37,371
STATE,DISTRICT,2020-2021,101873,YELLOWSTONE COLLEGE PREPARATORY,4,OPEN ENROLLMENT CHARTER,230,185,0,-999,220,0,0,0,0,0,0,18,230
STATE,DISTRICT,2020-2021,101845,YES PREP PUBLIC SCHOOLS INC,4,OPEN ENROLLMENT CHARTER,13455,7654,229,225,12342,4960,30,-999,0,594,-999,902,13350
STATE,DISTRICT,2020-2021,62903,YOAKUM ISD,3,TRADITIONAL ISD/CSD,1495,675,51,68,1125,257,59,-999,49,26,14,229,667
STATE,DISTRICT,2020-2021,62904,YORKTOWN ISD,3,TRADITIONAL ISD/CSD,524,272,0,43,282,-999,-999,-999,42,-999,0,58,375
STATE,DISTRICT,2020-2021,71905,YSLETA ISD,19,TRADITIONAL ISD/CSD,38390,20885,6782,1079,29719,11458,3817,42,2599,253,1735,5444,38309
STATE,DISTRICT,2020-2021,253901,ZAPATA COUNTY ISD,1,TRADITIONAL ISD/CSD,3486,2429,501,214,3067,1073,547,-999,247,130,-999,448,3486
STATE,DISTRICT,2020-2021,3906,ZAVALLA ISD,7,TRADITIONAL ISD/CSD,300,163,0,10,191,0,0,-999,14,0,0,51,300
STATE,DISTRICT,2020-2021,25906,ZEPHYR ISD,15,TRADITIONAL ISD/CSD,199,85,0,18,119,-999,-999,-999,-999,0,-999,23,198
